,GeneID,CTD
21898,6573,SLC19A1
21899,10560,SLC19A2
21900,80704,SLC19A3
21901,6505,SLC1A1
21902,6506,SLC1A2
21903,6507,SLC1A3
21904,6509,SLC1A4
21905,6510,SLC1A5
21906,6511,SLC1A6
21907,6512,SLC1A7
21908,6574,SLC20A1
21909,6575,SLC20A2
21911,6580,SLC22A1
21912,116085,SLC22A12
21913,9390,SLC22A13
21914,9389,SLC22A14
21915,55356,SLC22A15
21916,85413,SLC22A16
21917,51310,SLC22A17
21918,5002,SLC22A18
21920,6582,SLC22A2
21921,381203,SLC22A20
21923,210463,SLC22A22
21924,63027,SLC22A23
21925,283238,SLC22A24
21926,387601,SLC22A25
21927,6581,SLC22A3
21928,6583,SLC22A4
21929,6584,SLC22A5
21930,9356,SLC22A6
21931,10864,SLC22A7
21932,304040,SLC22A7-PS1
21933,9376,SLC22A8
21935,9963,SLC23A1
21936,9962,SLC23A2
21937,151295,SLC23A3
21938,9187,SLC24A1
21939,25769,SLC24A2
21940,57419,SLC24A3
21941,123041,SLC24A4
21942,283652,SLC24A5
21943,6576,SLC25A1
21944,1468,SLC25A10
21945,8402,SLC25A11
21946,8604,SLC25A12
21947,10165,SLC25A13
21948,9016,SLC25A14
21949,10166,SLC25A15
21950,8034,SLC25A16
21951,10478,SLC25A17
21952,83733,SLC25A18
21953,60386,SLC25A19
21954,83884,SLC25A2
21955,788,SLC25A20
21956,89874,SLC25A21
21957,79751,SLC25A22
21958,79085,SLC25A23
21959,29957,SLC25A24
21960,114789,SLC25A25
21962,115286,SLC25A26
21963,9481,SLC25A27
21964,81894,SLC25A28
21965,123096,SLC25A29
21966,5250,SLC25A3
21967,253512,SLC25A30
21968,83447,SLC25A31
21969,81034,SLC25A32
21970,84275,SLC25A33
21971,284723,SLC25A34
21972,399512,SLC25A35
21973,55186,SLC25A36
21974,364991,SLC25A36L1
21975,51312,SLC25A37
21976,54977,SLC25A38
21977,51629,SLC25A39
21978,291,SLC25A4
21979,55972,SLC25A40
21980,284427,SLC25A41
21981,284439,SLC25A42
21982,203427,SLC25A43
21983,9673,SLC25A44
21984,283130,SLC25A45
21985,91137,SLC25A46
21986,283600,SLC25A47
21987,153328,SLC25A48
21988,292,SLC25A5
21989,92014,SLC25A51
21990,147407,SLC25A52
21991,401612,SLC25A53
21992,74686,SLC25A54
21993,293,SLC25A6
21994,10861,SLC26A1
21995,65012,SLC26A10
21996,284129,SLC26A11
21997,1836,SLC26A2
21998,1811,SLC26A3
21999,5172,SLC26A4
22000,375611,SLC26A5
22001,65010,SLC26A6
22002,115111,SLC26A7
22003,116369,SLC26A8
22004,115019,SLC26A9
22005,376497,SLC27A1
22006,11001,SLC27A2
22007,11000,SLC27A3
22008,10999,SLC27A4
22009,10998,SLC27A5
22010,28965,SLC27A6
22011,9154,SLC28A1
22012,9153,SLC28A2
22013,64078,SLC28A3
22014,2030,SLC29A1
22015,3177,SLC29A2
22016,55315,SLC29A3
22017,222962,SLC29A4
22018,6513,SLC2A1
22019,81031,SLC2A10
22020,154091,SLC2A12
22021,114134,SLC2A13
22022,6514,SLC2A2
22023,6515,SLC2A3
22024,6517,SLC2A4
22025,6518,SLC2A5
22026,11182,SLC2A6
22027,155184,SLC2A7
22028,29988,SLC2A8
22029,56606,SLC2A9
22030,7779,SLC30A1
22031,55532,SLC30A10
22032,7780,SLC30A2
22033,7781,SLC30A3
22034,7782,SLC30A4
22035,64924,SLC30A5
22036,55676,SLC30A6
22037,148867,SLC30A7
22038,169026,SLC30A8
22039,10463,SLC30A9
22040,1317,SLC31A1
22041,1318,SLC31A2
22042,140679,SLC32A1
22043,9197,SLC33A1
22044,6569,SLC34A1
22045,10568,SLC34A2
22046,142680,SLC34A3
22047,10559,SLC35A1
22048,7355,SLC35A2
22049,23443,SLC35A3
22050,113829,SLC35A4
22051,55032,SLC35A5
22052,10237,SLC35B1
22053,347734,SLC35B2
22054,51000,SLC35B3
22055,84912,SLC35B4
22056,55343,SLC35C1
22057,51006,SLC35C2
22058,23169,SLC35D1
22059,11046,SLC35D2
22060,340146,SLC35D3
22061,79939,SLC35E1
22062,728661,SLC35E2B
22063,55508,SLC35E3
22064,339665,SLC35E4
22065,222553,SLC35F1
22066,54733,SLC35F2
22067,148641,SLC35F3
22068,341880,SLC35F4
22069,80255,SLC35F5
22070,54978,SLC35F6
22071,159371,SLC35G1
22072,80723,SLC35G2
22073,146861,SLC35G3
22075,206358,SLC36A1
22076,153201,SLC36A2
22077,285641,SLC36A3
22078,120103,SLC36A4
22079,54020,SLC37A1
22080,219855,SLC37A2
22081,84255,SLC37A3
22082,2542,SLC37A4
22083,81539,SLC38A1
22084,124565,SLC38A10
22085,151258,SLC38A11
22086,54407,SLC38A2
22087,10991,SLC38A3
22088,55089,SLC38A4
22089,92745,SLC38A5
22090,145389,SLC38A6
22091,55238,SLC38A7
22092,146167,SLC38A8
22093,153129,SLC38A9
22094,27173,SLC39A1
22095,57181,SLC39A10
22096,201266,SLC39A11
22097,221074,SLC39A12
22098,91252,SLC39A13
22099,23516,SLC39A14
22100,29986,SLC39A2
22101,29985,SLC39A3
22102,55630,SLC39A4
22103,100008565,SLC39A4L
22104,283375,SLC39A5
22105,25800,SLC39A6
22106,7922,SLC39A7
22107,64116,SLC39A8
22108,55334,SLC39A9
22109,6519,SLC3A1
22110,6520,SLC3A2
22111,30061,SLC40A1
22112,254428,SLC41A1
22113,84102,SLC41A2
22114,54946,SLC41A3
22115,8501,SLC43A1
22116,124935,SLC43A2
22117,29015,SLC43A3
22118,23446,SLC44A1
22119,57153,SLC44A2
22120,126969,SLC44A3
22121,80736,SLC44A4
22122,204962,SLC44A5
22123,50651,SLC45A1
22124,51151,SLC45A2
22125,85414,SLC45A3
22126,57210,SLC45A4
22127,113235,SLC46A1
22128,57864,SLC46A2
22129,283537,SLC46A3
22130,55244,SLC47A1
22131,146802,SLC47A2
22132,55652,SLC48A1
22133,84179,SLC49A3
22134,84925,SLC49A4
22135,6521,SLC4A1
22136,57282,SLC4A10
22137,83959,SLC4A11
22138,22950,SLC4A1AP
22139,6522,SLC4A2
22140,6508,SLC4A3
22141,8671,SLC4A4
22142,57835,SLC4A5
22143,9497,SLC4A7
22144,9498,SLC4A8
22145,83697,SLC4A9
22146,55974,SLC50A1
22147,200931,SLC51A
22148,123264,SLC51B
22149,79581,SLC52A2
22150,113278,SLC52A3
22151,6523,SLC5A1
22152,125206,SLC5A10
22153,115584,SLC5A11
22154,159963,SLC5A12
22155,6524,SLC5A2
22156,6526,SLC5A3
22157,6527,SLC5A4
22159,64454,SLC5A4B
22160,6528,SLC5A5
22161,8884,SLC5A6
22162,60482,SLC5A7
22163,160728,SLC5A8
22164,200010,SLC5A9
22165,54896,SLC66A1
22166,80148,SLC66A2
22167,130814,SLC66A3
22168,6529,SLC6A1
22169,6538,SLC6A11
22170,6539,SLC6A12
22171,6540,SLC6A13
22172,11254,SLC6A14
22173,55117,SLC6A15
22174,28968,SLC6A16
22175,388662,SLC6A17
22176,348932,SLC6A18
22177,340024,SLC6A19
22178,6530,SLC6A2
22179,54716,SLC6A20
22181,6531,SLC6A3
22182,6532,SLC6A4
22183,9152,SLC6A5
22184,6533,SLC6A6
22185,6534,SLC6A7
22186,6535,SLC6A8
22187,6536,SLC6A9
22188,6541,SLC7A1
22189,56301,SLC7A10
22190,23657,SLC7A11
22191,140918,SLC7A12
22192,157724,SLC7A13
22193,57709,SLC7A14
22194,328059,SLC7A15
22195,6542,SLC7A2
22196,84889,SLC7A3
22197,6545,SLC7A4
22198,8140,SLC7A5
22199,9057,SLC7A6
22200,84138,SLC7A6OS
22201,9056,SLC7A7
22202,23428,SLC7A8
22203,11136,SLC7A9
22204,6546,SLC8A1
22205,6543,SLC8A2
22206,6547,SLC8A3
22207,80024,SLC8B1
22208,6548,SLC9A1
22209,6549,SLC9A2
22210,6550,SLC9A3
22211,9368,SLC9A3R1
22212,9351,SLC9A3R2
22213,389015,SLC9A4
22214,6553,SLC9A5
22215,10479,SLC9A6
22216,84679,SLC9A7
22217,23315,SLC9A8
22218,285195,SLC9A9
22219,150159,SLC9B1
22220,133308,SLC9B2
22221,285335,SLC9C1
22222,284525,SLC9C2
22223,28248,SLCO1A1
22225,28250,SLCO1A4
22226,108096,SLCO1A5
22227,28254,SLCO1A6
22228,28253,SLCO1B2
22230,53919,SLCO1C1
22231,6578,SLCO2A1
22232,11309,SLCO2B1
22233,28232,SLCO3A1
22234,28231,SLCO4A1
22235,353189,SLCO4C1
22236,81796,SLCO5A1
22237,67854,SLCO6B1
22238,74441,SLCO6C1
22239,70866,SLCO6D1
22240,544494,SLEP1
22241,104564302,SLEP10
22242,104564303,SLEP11
22243,104564304,SLEP12
22244,104564305,SLEP13
22245,544557,SLEP2
22246,544643,SLEP3
22247,544648,SLEP4
22248,100302990,SLEP5
22249,100302993,SLEP6
22250,100303630,SLEP7
22251,100303632,SLEP8
22252,100303633,SLEP9
22253,84250,SLF1
22254,55719,SLF2
22255,20555,SLFN1
22258,146857,SLFN13
22259,342618,SLFN14
22260,20556,SLFN2
22261,20557,SLFN3
22262,20558,SLFN4
22263,162394,SLFN5
22265,200172,SLFNL1
22266,81892,SLIRP
22267,6585,SLIT1
22268,9353,SLIT2
22269,6586,SLIT3
22270,114798,SLITRK1
22271,84631,SLITRK2
22272,22865,SLITRK3
22273,139065,SLITRK4
22274,26050,SLITRK5
22275,84189,SLITRK6
22276,9748,SLK
22277,7871,SLMAP
22278,6588,SLN
22279,6590,SLPI
22280,408229,SLPIL2
22281,408224,SLPIL3
22282,79811,SLTM
22283,10569,SLU7
22284,57152,SLURP1
22285,432355,SLURP2
22286,79008,SLX1B
22287,84464,SLX4
22288,128710,SLX4IP
22289,4086,SMAD1
22290,4087,SMAD2
22291,4088,SMAD3
22292,4089,SMAD4
22293,4090,SMAD5
22294,4091,SMAD6
22295,4092,SMAD7
22296,4093,SMAD9
22297,57228,SMAGP
22298,60682,SMAP1
22299,64744,SMAP2
22300,6594,SMARCA1
22301,6595,SMARCA2
22302,6597,SMARCA4
22303,8467,SMARCA5
22304,56916,SMARCAD1
22305,50485,SMARCAL1
22306,6598,SMARCB1
22307,6599,SMARCC1
22308,6601,SMARCC2
22309,6602,SMARCD1
22310,6603,SMARCD2
22311,6604,SMARCD3
22312,6605,SMARCE1
22313,298972,SMARCE1L
22314,8243,SMC1A
22315,27127,SMC1B
22316,10592,SMC2
22317,9126,SMC3
22318,10051,SMC4
22319,23137,SMC5
22320,79677,SMC6
22321,23347,SMCHD1
22322,100303336,SMCN1
22323,255798,SMCO1
22324,341346,SMCO2
22325,440087,SMCO3
22326,56935,SMCO4
22327,4184,SMCP
22328,140775,SMCR8
22329,91689,SMDT1
22330,23049,SMG1
22331,23381,SMG5
22332,23293,SMG6
22333,9887,SMG7
22334,55181,SMG8
22335,56006,SMG9
22336,223809,SMGC
22337,388588,SMIM1
22338,644538,SMIM10
22339,100129361,SMIM10L1
22342,54065,SMIM11A
22343,113444,SMIM12
22344,221710,SMIM13
22345,201895,SMIM14
22346,643155,SMIM15
22347,147670,SMIM17
22348,100507341,SMIM18
22349,114926,SMIM19
22350,79024,SMIM2
22351,389203,SMIM20
22352,440335,SMIM22
22353,644994,SMIM23
22354,284422,SMIM24
22355,388789,SMIM26
22356,221491,SMIM29
22357,85027,SMIM3
22358,100505989,SMIM31
22359,388820,SMIM34A
22360,100526771,SMIM35
22361,107984345,SMIM38
22362,440957,SMIM4
22363,643008,SMIM5
22364,100130933,SMIM6
22365,79086,SMIM7
22366,57150,SMIM8
22367,100287482,SMKR1
22368,100507203,SMLR1
22369,6606,SMN1
22370,10285,SMNDC1
22371,6608,SMO
22372,64093,SMOC1
22373,64094,SMOC2
22374,27263,SMOK2A
22375,54498,SMOX
22376,6609,SMPD1
22377,6610,SMPD2
22378,55512,SMPD3
22379,55627,SMPD4
22380,392275,SMPD5
22381,10924,SMPDL3A
22382,27293,SMPDL3B
22383,302879,SMPTB
22384,23676,SMPX
22386,26952,SMR3A
22387,10879,SMR3B
22388,6611,SMS
22389,690027,SMS-PS1
22390,6525,SMTN
22391,219537,SMTNL1
22392,342527,SMTNL2
22393,55234,SMU1
22394,23583,SMUG1
22395,57154,SMURF1
22396,64750,SMURF2
22397,150572,SMYD1
22398,56950,SMYD2
22399,64754,SMYD3
22400,114826,SMYD4
22401,10322,SMYD5
22402,6615,SNAI1
22403,6591,SNAI2
22404,333929,SNAI3
22405,8773,SNAP23
22406,6616,SNAP25
22407,9342,SNAP29
22408,116841,SNAP47
22409,9892,SNAP91
22410,6617,SNAPC1
22411,6618,SNAPC2
22412,6619,SNAPC3
22413,6621,SNAPC4
22414,10302,SNAPC5
22415,23557,SNAPIN
22416,6622,SNCA
22417,9627,SNCAIP
22418,6620,SNCB
22419,6623,SNCG
22420,27044,SND1
22421,25992,SNED1
22422,11267,SNF8
22423,128439,SNHG11
22424,724102,SNHG4
22427,79753,SNIP1
22428,8303,SNN
22430,641451,SNORA19
22432,677836,SNORA58
22435,389084,SNORC
22442,9751,SNPH
22443,54861,SNRK
22444,23020,SNRNP200
22445,79622,SNRNP25
22446,11017,SNRNP27
22447,11066,SNRNP35
22448,9410,SNRNP40
22449,154007,SNRNP48
22450,6625,SNRNP70
22451,6626,SNRPA
22452,6627,SNRPA1
22453,6628,SNRPB
22454,6629,SNRPB2
22455,6631,SNRPC
22456,685911,SNRPC-PS1
22457,6632,SNRPD1
22458,6633,SNRPD2
22459,292688,SNRPD2L
22460,6634,SNRPD3
22461,6635,SNRPE
22462,360844,SNRPEL
22463,685587,SNRPEL1
22464,414153,SNRPEP2
22465,6636,SNRPF
22466,6637,SNRPG
22467,690640,SNRPGL2
22468,680779,SNRPG-PS1
22469,6638,SNRPN
22470,6640,SNTA1
22471,6641,SNTB1
22472,6645,SNTB2
22473,54212,SNTG1
22474,54221,SNTG2
22475,132203,SNTN
22476,4809,SNU13
22477,10073,SNUPN
22478,8926,SNURF
22479,22938,SNW1
22480,6642,SNX1
22481,29887,SNX10
22482,29916,SNX11
22483,29934,SNX12
22484,23161,SNX13
22485,57231,SNX14
22486,29907,SNX15
22487,64089,SNX16
22488,9784,SNX17
22489,112574,SNX18
22490,399979,SNX19
22491,6643,SNX2
22492,124460,SNX20
22493,90203,SNX21
22494,79856,SNX22
22495,28966,SNX24
22496,83891,SNX25
22497,81609,SNX27
22498,92017,SNX29
22499,8724,SNX3
22500,401548,SNX30
22501,169166,SNX31
22502,254122,SNX32
22503,257364,SNX33
22504,8723,SNX4
22505,27131,SNX5
22506,58533,SNX6
22507,51375,SNX7
22508,29886,SNX8
22509,51429,SNX9
22510,6646,SOAT1
22511,8435,SOAT2
22512,55084,SOBP
22513,8651,SOCS1
22514,8835,SOCS2
22515,9021,SOCS3
22516,122809,SOCS4
22517,9655,SOCS5
22518,9306,SOCS6
22519,30837,SOCS7
22520,6647,SOD1
22521,6648,SOD2
22522,6649,SOD3
22523,140710,SOGA1
22525,387104,SOGA3
22526,402381,SOHLH1
22527,54937,SOHLH2
22528,6651,SON
22529,10580,SORBS1
22530,8470,SORBS2
22531,10174,SORBS3
22532,114815,SORCS1
22533,57537,SORCS2
22534,22986,SORCS3
22535,6652,SORD
22536,6653,SORL1
22537,6272,SORT1
22538,6654,SOS1
22539,6655,SOS2
22540,50964,SOST
22541,25928,SOSTDC1
22542,134548,SOWAHA
22543,345079,SOWAHB
22544,65124,SOWAHC
22545,347454,SOWAHD
22546,6656,SOX1
22547,6663,SOX10
22548,6664,SOX11
22549,6666,SOX12
22550,9580,SOX13
22551,8403,SOX14
22552,6665,SOX15
22553,64321,SOX17
22554,54345,SOX18
22555,6657,SOX2
22556,11166,SOX21
22557,6658,SOX3
22558,11063,SOX30
22559,6659,SOX4
22560,6660,SOX5
22561,55553,SOX6
22562,83595,SOX7
22563,30812,SOX8
22564,6662,SOX9
22565,6667,SP1
22566,6672,SP100
22567,3431,SP110
22569,11262,SP140
22570,6668,SP2
22572,6670,SP3
22573,6671,SP4
22574,389058,SP5
22575,80320,SP6
22576,121340,SP7
22577,221833,SP8
22578,100131390,SP9
22579,53340,SPA17
22580,81833,SPACA1
22581,124912,SPACA3
22582,171169,SPACA4
22583,389852,SPACA5
22584,147650,SPACA6
22585,122258,SPACA7
22586,11092,SPACA9
22587,6674,SPAG1
22588,653423,SPAG11A
22589,10407,SPAG11B
22590,100362580,SPAG11BL
22591,79582,SPAG16
22592,200162,SPAG17
22593,6676,SPAG4
22594,10615,SPAG5
22595,9576,SPAG6
22596,50525,SPAG6L
22597,9552,SPAG7
22598,26206,SPAG8
22599,9043,SPAG9
22600,6677,SPAM1
22601,6678,SPARC
22602,8404,SPARCL1
22603,23111,SPART
22604,6683,SPAST
22606,100505741,SPATA1
22607,221178,SPATA13
22608,83893,SPATA16
22609,128153,SPATA17
22610,132671,SPATA18
22611,219938,SPATA19
22612,9825,SPATA2
22613,64847,SPATA20
22614,374955,SPATA21
22615,84690,SPATA22
22616,202051,SPATA24
22617,128497,SPATA25
22618,124044,SPATA2L
22619,130560,SPATA3
22621,727905,SPATA31A5
22622,389763,SPATA31D1
22623,238662,SPATA31D1B
22625,389762,SPATA31D3
22626,286234,SPATA31E1
22627,124783,SPATA32
22628,124045,SPATA33
22629,132851,SPATA4
22630,149643,SPATA45
22631,284680,SPATA46
22632,100130988,SPATA48
22633,166378,SPATA5
22634,79029,SPATA5L1
22635,54558,SPATA6
22636,55064,SPATA6L
22637,55812,SPATA7
22638,83890,SPATA9
22639,375686,SPATC1
22640,84221,SPATC1L
22641,221409,SPATS1
22642,65244,SPATS2
22643,26010,SPATS2L
22644,147841,SPC24
22645,57405,SPC25
22646,28972,SPCS1
22647,9789,SPCS2
22648,60559,SPCS3
22649,25803,SPDEF
22650,54908,SPDL1
22651,245711,SPDYA
22652,388333,SPDYE4
22653,92521,SPECC1
22654,23384,SPECC1L
22655,25876,SPEF1
22656,79925,SPEF2
22657,10290,SPEG
22658,374768,SPEM1
22659,201243,SPEM2
22660,23013,SPEN
22661,246777,SPESP1
22662,364261,SPETEX-2A
22663,497084,SPETEX-2B
22664,364255,SPETEX-2C
22665,364260,SPETEX-2D
22666,361012,SPETEX-2E
22667,316940,SPETEX-2F
22668,361099,SPETEX-2G
22669,361008,SPETEX-2H
22670,80208,SPG11
22672,51324,SPG21
22674,6687,SPG7
22675,8877,SPHK1
22676,56848,SPHK2
22677,80309,SPHKAP
22678,6688,SPI1
22680,6689,SPIB
22681,121599,SPIC
22682,152185,SPICE1
22683,23514,SPIDR
22684,10927,SPIN1
22686,54466,SPIN2A
22688,169981,SPIN3
22689,139886,SPIN4
22690,144097,SPINDOC
22691,6690,SPINK1
22692,328971,SPINK10
22694,153218,SPINK13
22695,408187,SPINK14
22696,266602,SPINK1L
22697,6691,SPINK2
22698,27290,SPINK4
22699,11005,SPINK5
22700,404203,SPINK6
22701,84651,SPINK7
22702,646424,SPINK8
22703,643394,SPINK9
22705,6692,SPINT1
22706,10653,SPINT2
22707,10816,SPINT3
22708,391253,SPINT4
22710,140863,SPINT5P
22711,56907,SPIRE1
22712,84501,SPIRE2
22713,369079,SPL2
22714,544537,SPL4
22715,544532,SPL5
22716,544547,SPL7
22717,544551,SPL8
22718,6693,SPN
22719,83985,SPNS1
22720,124976,SPNS2
22721,201305,SPNS3
22722,23626,SPO11
22723,90853,SPOCD1
22724,6695,SPOCK1
22725,9806,SPOCK2
22726,50859,SPOCK3
22727,10418,SPON1
22728,10417,SPON2
22729,8405,SPOP
22730,339745,SPOPL
22731,51490,SPOUT1
22732,6696,SPP1
22733,6694,SPP2
22734,84888,SPPL2A
22735,56928,SPPL2B
22736,162540,SPPL2C
22737,121665,SPPL3
22738,6697,SPR
22739,161742,SPRED1
22740,200734,SPRED2
22741,399473,SPRED3
22742,79794,SPRING1
22743,503542,SPRN
22744,109431,SPROL1
22745,6698,SPRR1A
22746,6699,SPRR1B
22747,6703,SPRR2D
22748,6705,SPRR2F
22749,6707,SPRR3
22750,163778,SPRR4
22751,83932,SPRTN
22752,10252,SPRY1
22753,10253,SPRY2
22754,10251,SPRY3
22755,81848,SPRY4
22756,84926,SPRYD3
22757,283377,SPRYD4
22758,57213,SPRYD7
22759,80176,SPSB1
22760,84727,SPSB2
22761,90864,SPSB3
22762,92369,SPSB4
22763,29229,SPT1
22764,6708,SPTA1
22765,6709,SPTAN1
22766,6710,SPTB
22767,6711,SPTBN1
22768,6712,SPTBN2
22769,57731,SPTBN4
22770,51332,SPTBN5
22771,10558,SPTLC1
22772,9517,SPTLC2
22773,55304,SPTLC3
22774,171546,SPTSSA
22775,165679,SPTSSB
22776,144108,SPTY2D1
22777,80763,SPX
22778,84654,SPZ1
22779,6713,SQLE
22780,58472,SQOR
22782,8878,SQSTM1
22783,10011,SRA1
22784,100302757,SRADR1
22785,100303016,SRADR2
22786,100303150,SRADR3
22787,100303328,SRADR4
22788,100303149,SRADR5
22789,100303148,SRADR6
22790,149563,SRARP
22791,55133,SRBD1
22792,6714,SRC
22793,10847,SRCAP
22794,80725,SRCIN1
22795,100302755,SRCRT1
22796,100303085,SRCRT2
22797,100302754,SRCRT3
22798,100303327,SRCRT4
22799,100303373,SRCRT5
22800,106144546,SRCRT6
22801,106144547,SRCRT7
22802,106144548,SRCRT8
22803,106144549,SRCRT9
22804,100302756,SRCRTB1
22805,100303147,SRCRTB2
22806,6715,SRD5A1
22807,6716,SRD5A2
22808,79644,SRD5A3
22809,6720,SREBF1
22810,6721,SREBF2
22811,140890,SREK1
22812,285672,SREK1IP1
22813,6722,SRF
22814,153443,SRFBP1
22815,57522,SRGAP1
22816,23380,SRGAP2
22817,9901,SRGAP3
22818,5552,SRGN
22819,6717,SRI
22820,6345,SRL
22821,6723,SRM
22822,6725,SRMS
22823,444926,SRN1
22824,444913,SRN2
22825,444939,SRN3
22826,544352,SRN4
22827,544464,SRN5
22828,544491,SRN6
22829,6727,SRP14
22830,6728,SRP19
22832,24067,SRP54A
22833,6730,SRP68
22834,6731,SRP72
22835,289566,SRP72-PS1
22836,6726,SRP9
22837,6732,SRPK1
22838,6733,SRPK2
22839,26576,SRPK3
22841,6734,SRPRA
22842,58477,SRPRB
22843,8406,SRPX
22844,27286,SRPX2
22845,63826,SRR
22846,402055,SRRD
22847,10250,SRRM1
22848,23524,SRRM2
22849,222183,SRRM3
22850,84530,SRRM4
22851,100170229,SRRM5
22852,51593,SRRT
22853,6426,SRSF1
22854,10772,SRSF10
22855,9295,SRSF11
22856,135295,SRSF12
22857,6427,SRSF2
22858,6428,SRSF3
22859,680129,SRSF3-PS1
22860,6429,SRSF4
22861,6430,SRSF5
22862,6431,SRSF6
22863,6432,SRSF7
22864,10929,SRSF8
22865,8683,SRSF9
22866,140809,SRXN1
22867,6736,SRY
22868,6760,SS18
22869,26039,SS18L1
22870,51188,SS18L2
22871,6741,SSB
22872,6742,SSBP1
22873,23635,SSBP2
22874,23648,SSBP3
22875,170463,SSBP4
22876,136853,SSC4D
22877,284297,SSC5D
22878,54434,SSH1
22879,85464,SSH2
22880,54961,SSH3
22881,136263,SSMEM1
22882,8636,SSNA1
22883,8082,SSPN
22884,243369,SSPO
22885,6745,SSR1
22886,6746,SSR2
22887,6747,SSR3
22888,6748,SSR4
22889,6749,SSRP1
22890,6750,SST
22891,6751,SSTR1
22892,6752,SSTR2
22893,6753,SSTR3
22894,6754,SSTR4
22895,6755,SSTR5
22896,20611,SSTY1
22897,29101,SSU72
22898,51066,SSUH2
22899,6756,SSX1
22900,6757,SSX2
22901,117178,SSX2IP
22902,6767,ST13
22903,6768,ST14
22904,9705,ST18
22905,6482,ST3GAL1
22906,6483,ST3GAL2
22907,6487,ST3GAL3
22908,6484,ST3GAL4
22909,8869,ST3GAL5
22910,10402,ST3GAL6
22911,6480,ST6GAL1
22912,84620,ST6GAL2
22913,55808,ST6GALNAC1
22914,10610,ST6GALNAC2
22915,256435,ST6GALNAC3
22916,27090,ST6GALNAC4
22917,81849,ST6GALNAC5
22918,30815,ST6GALNAC6
22919,7982,ST7
22920,54879,ST7L
22921,6489,ST8SIA1
22922,8128,ST8SIA2
22923,51046,ST8SIA3
22924,7903,ST8SIA4
22925,29906,ST8SIA5
22926,338596,ST8SIA6
22927,23166,STAB1
22928,55576,STAB2
22929,6769,STAC
22930,342667,STAC2
22931,246329,STAC3
22932,10274,STAG1
22933,10735,STAG2
22934,10734,STAG3
22935,8027,STAM
22936,10254,STAM2
22937,10617,STAMBP
22938,57559,STAMBPL1
22939,26228,STAP1
22940,55620,STAP2
22941,6770,STAR
22942,10809,STARD10
22943,90627,STARD13
22944,10948,STARD3
22945,83930,STARD3NL
22946,134429,STARD4
22947,80765,STARD5
22948,147323,STARD6
22949,56910,STARD7
22950,9754,STARD8
22951,57519,STARD9
22952,6772,STAT1
22954,6773,STAT2
22955,6774,STAT3
22956,6775,STAT4
22957,6776,STAT5A
22958,6777,STAT5B
22959,6778,STAT6
22960,6779,STATH
22961,6780,STAU1
22962,27067,STAU2
22963,8987,STBD1
22964,6781,STC1
22965,8614,STC2
22967,26872,STEAP1
22968,261729,STEAP2
22969,55240,STEAP3
22970,79689,STEAP4
22971,20862,STFA2
22972,268885,STFA2L1
22973,498087,STFA2L2
22974,20863,STFA3
22975,408215,STFA3L1
22976,6491,STIL
22977,6786,STIM1
22978,57620,STIM2
22979,340061,STING1
22980,10963,STIP1
22981,6793,STK10
22982,6794,STK11
22983,114790,STK11IP
22984,8576,STK16
22985,9262,STK17B
22986,8859,STK19
22987,407783,STK19-PS
22988,8428,STK24
22989,10494,STK25
22990,51765,STK26
22991,6788,STK3
22992,56164,STK31
22993,202374,STK32A
22994,55351,STK32B
22995,282974,STK32C
22996,65975,STK33
22997,140901,STK35
22998,27148,STK36
22999,11329,STK38
23000,23012,STK38L
23001,27347,STK39
23002,6789,STK4
23003,83931,STK40
23004,169436,STKLD1
23005,369068,STL1
23006,544558,STL10
23007,544475,STL11
23008,544486,STL12
23009,544521,STL13
23010,544608,STL14
23011,544607,STL17
23012,554298,STL19
23013,369140,STL2
23014,100303218,STL20
23015,100303215,STL21
23016,100303310,STL22
23017,100303637,STL23
23018,100381188,STL24
23019,544408,STL25
23020,544410,STL26
23021,544415,STL27
23022,101056703,STL28
23023,544412,STL29
23024,101056704,STL30
23025,387375,STL31
23026,102367720,STL32
23027,107161244,STL33
23028,107161263,STL34
23029,369144,STL4
23030,369146,STL5
23031,369148,STL6
23032,444909,STL7
23033,369046,STL8
23034,369047,STL9
23035,3925,STMN1
23036,11075,STMN2
23037,50861,STMN3
23038,81551,STMN4
23039,401236,STMND1
23040,79991,STN1
23041,2040,STOM
23042,9399,STOML1
23043,30968,STOML2
23044,161003,STOML3
23045,11037,STON1
23046,85439,STON2
23047,219736,STOX1
23048,56977,STOX2
23049,90529,STPG1
23050,285555,STPG2
23051,441476,STPG3
23052,285051,STPG4
23053,64220,STRA6
23055,346673,STRA8
23056,92335,STRADA
23057,55437,STRADB
23058,11171,STRAP
23059,55342,STRBP
23060,161497,STRC
23061,408171,STRESP1
23062,100303024,STRESP10
23063,100303170,STRESP11
23064,100303090,STRESP12
23065,100303377,STRESP13
23066,100302828,STRESP14
23067,100302830,STRESP15
23068,100303381,STRESP16
23069,100303198,STRESP17
23070,100302829,STRESP18
23071,100303035,STRESP19
23072,408165,STRESP2
23073,100303098,STRESP20
23074,100302824,STRESP21
23075,100303136,STRESP22
23076,100303199,STRESP23
23077,100528001,STRESP24
23078,408161,STRESP3
23079,408116,STRESP4
23080,408112,STRESP5
23081,100303153,STRESP6
23082,100303020,STRESP7
23083,100302788,STRESP8
23084,100303134,STRESP9
23085,85369,STRIP1
23086,57464,STRIP2
23087,6801,STRN
